pair_name,glide_rmsd,pair_name,glide_rmsd_top_2,glide_rmsd_top_3,glide_rmsd_top_5,glide_rmsd_top_10,glide_rmsd_top_50,glide_rmsd_top_100,min_pose_rmsd,structalign_rmsd,combind_rmsd,lig,struct,protein,pair,mcss,mol_same,type
"('DRD1', '7CKZ_lig-to-AF_7CKW')",2.14831233046772,"('DRD1', '7CKZ_lig-to-AF_7CKW')",0.9308199670038234,0.9308199670038234,0.9308199670038234,0.6778386045307465,0.6778386045307465,0.6126298926532052,0.6126298926532052,1.12,,7CKZ_lig,AF_7CKW,DRD1,7CKZ_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7JVQ_lig-to-AF_7CKW')",0.5199187389896135,"('DRD1', '7JVQ_lig-to-AF_7CKW')",0.5199187389896135,0.4648152986887344,0.4648152986887344,0.4648152986887344,0.4648152986887344,0.4648152986887344,0.4513041754841745,0.854,,7JVQ_lig,AF_7CKW,DRD1,7JVQ_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7CKW_lig-to-AF_7CKW')",1.6148260304891748,"('DRD1', '7CKW_lig-to-AF_7CKW')",1.4498673096991,1.4498673096991,1.4498673096991,1.4498673096991,1.2167381715927854,1.2167381715927854,1.2167381715927854,1.116,,7CKW_lig,AF_7CKW,DRD1,7CKW_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7JOZ_lig-to-AF_7CKW')",8.774106149444032,"('DRD1', '7JOZ_lig-to-AF_7CKW')",8.07550307831571,8.07550307831571,8.07550307831571,7.649494364983741,7.649494364983741,7.649494364983741,7.649494364983741,1.09,,7JOZ_lig,AF_7CKW,DRD1,7JOZ_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7JVP_lig-to-AF_7CKW')",4.03371675241657,"('DRD1', '7JVP_lig-to-AF_7CKW')",3.474037852648531,3.474037852648531,1.0579200450787642,0.9131947333517192,0.8724797246415238,0.8724797246415238,0.8724797246415238,1.017,,7JVP_lig,AF_7CKW,DRD1,7JVP_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7CKY_lig-to-AF_7CKW')",7.726552846216214,"('DRD1', '7CKY_lig-to-AF_7CKW')",7.726552846216214,7.726552846216214,7.726552846216214,7.726552846216214,7.534209531732529,7.534209531732529,7.534209531732529,1.165,,7CKY_lig,AF_7CKW,DRD1,7CKY_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7CKX_lig-to-AF_7CKW')",3.3256225884975192,"('DRD1', '7CKX_lig-to-AF_7CKW')",3.280939345085392,3.280939345085392,2.146610975121921,1.0835471239255887,1.0710592528724194,1.0710592528724194,1.0710592528724194,1.064,,7CKX_lig,AF_7CKW,DRD1,7CKX_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7JV5_lig-to-AF_7CKW')",3.295622950378706,"('DRD1', '7JV5_lig-to-AF_7CKW')",3.295622950378706,0.9760919359501482,0.9760919359501482,0.9760919359501482,0.9704766813867338,0.9704766813867338,0.9704766813867338,0.87,,7JV5_lig,AF_7CKW,DRD1,7JV5_lig-to-AF_7CKW,,,AF_dock
"('DRD1', '7LJD_lig-to-AF_7CKW')",2.3613398168633815,"('DRD1', '7LJD_lig-to-AF_7CKW')",0.9931953961882577,0.9931953961882577,0.9931953961882577,0.5451746093145535,0.5411266760342738,0.5411266760342738,0.5411266760342738,0.811,,7LJD_lig,AF_7CKW,DRD1,7LJD_lig-to-AF_7CKW,,,AF_dock
"('PTAFR', '5ZKQ_lig-to-AF_5ZKP')",1.8960300816972522,"('PTAFR', '5ZKQ_lig-to-AF_5ZKP')",1.8960300816972522,1.8960300816972522,1.8960300816972522,1.073651401750535,0.6598075062781146,0.6598075062781146,0.6598075062781146,0.744,,5ZKQ_lig,AF_5ZKP,PTAFR,5ZKQ_lig-to-AF_5ZKP,,,AF_dock
"('PTAFR', '5ZKP_lig-to-AF_5ZKP')",3.8943965202682453,"('PTAFR', '5ZKP_lig-to-AF_5ZKP')",3.8943965202682453,3.8943965202682453,3.734884690500895,1.7464948123937045,1.486445728320891,1.486445728320891,1.3681144656883195,1.318,,5ZKP_lig,AF_5ZKP,PTAFR,5ZKP_lig-to-AF_5ZKP,,,AF_dock
"('AGRG3', '7D76_lig-to-AF_7D76')",3.3527435075262897,"('AGRG3', '7D76_lig-to-AF_7D76')",3.3527435075262897,3.3527435075262897,3.3527435075262897,2.250249520832165,2.250249520832165,2.250249520832165,2.250249520832165,2.354,,7D76_lig,AF_7D76,AGRG3,7D76_lig-to-AF_7D76,,,AF_dock
"('AGRG3', '7D77_lig-to-AF_7D76')",3.024955757888796,"('AGRG3', '7D77_lig-to-AF_7D76')",2.9172487984930062,1.7891964968439704,1.7891964968439704,1.7891964968439704,1.7891964968439704,1.7891964968439704,1.7891964968439704,2.782,,7D77_lig,AF_7D76,AGRG3,7D77_lig-to-AF_7D76,,,AF_dock
"('CLTR2', '6RZ8_lig-to-AF_6RZ6')",4.110278227616641,"('CLTR2', '6RZ8_lig-to-AF_6RZ6')",4.110278227616641,4.110278227616641,3.443250154141733,3.443250154141733,3.443250154141733,3.3056301178801024,2.597557541937859,1.137,,6RZ8_lig,AF_6RZ6,CLTR2,6RZ8_lig-to-AF_6RZ6,,,AF_dock
"('CLTR2', '6RZ7_lig-to-AF_6RZ6')",5.042758760033718,"('CLTR2', '6RZ7_lig-to-AF_6RZ6')",4.66733556791326,4.170187681438368,3.1072356837672115,3.1072356837672115,2.586870931307306,2.586870931307306,2.586870931307306,1.085,,6RZ7_lig,AF_6RZ6,CLTR2,6RZ7_lig-to-AF_6RZ6,,,AF_dock
"('CLTR2', '6RZ6_lig-to-AF_6RZ6')",5.136701026463013,"('CLTR2', '6RZ6_lig-to-AF_6RZ6')",4.7626114916559965,4.225523356337771,3.1517108500999664,3.1517108500999664,2.661436581071996,2.661436581071996,2.661436581071996,1.006,,6RZ6_lig,AF_6RZ6,CLTR2,6RZ6_lig-to-AF_6RZ6,,,AF_dock
"('CLTR2', '6RZ9_lig-to-AF_6RZ6')",3.7899394728263625,"('CLTR2', '6RZ9_lig-to-AF_6RZ6')",3.7899394728263625,3.525288528626855,3.525288528626855,3.2761915857432915,2.6539440389421065,2.6539440389421065,2.6539440389421065,1.05,,6RZ9_lig,AF_6RZ6,CLTR2,6RZ9_lig-to-AF_6RZ6,,,AF_dock
"('ADA2A', '6KUX_lig-to-AF_6KUX')",6.593390789096068,"('ADA2A', '6KUX_lig-to-AF_6KUX')",6.5926730444969435,6.556207299383674,6.428705553793068,6.428705553793068,6.428705553793068,6.428705553793068,6.428705553793068,1.328,,6KUX_lig,AF_6KUX,ADA2A,6KUX_lig-to-AF_6KUX,,,AF_dock
"('ADA2A', '6KUY_lig-to-AF_6KUX')",3.556632024843088,"('ADA2A', '6KUY_lig-to-AF_6KUX')",3.556632024843088,3.556632024843088,3.5085164116775043,2.41073014885675,1.4286814061987172,1.4286814061987172,1.4286814061987172,1.579,,6KUY_lig,AF_6KUX,ADA2A,6KUY_lig-to-AF_6KUX,,,AF_dock
"('TA2R', '6IIV_lig-to-AF_6IIU')",5.398446791847988,"('TA2R', '6IIV_lig-to-AF_6IIU')",5.398446791847988,5.398446791847988,4.708508584293052,4.650173669399977,4.650173669399977,4.650173669399977,4.650173669399977,2.831,,6IIV_lig,AF_6IIU,TA2R,6IIV_lig-to-AF_6IIU,,,AF_dock
"('TA2R', '6IIU_lig-to-AF_6IIU')",15.260402266580662,"('TA2R', '6IIU_lig-to-AF_6IIU')",15.260402266580662,15.260402266580662,15.260402266580662,14.853737779246288,14.422986176712586,14.422986176712586,14.422986176712586,2.115,,6IIU_lig,AF_6IIU,TA2R,6IIU_lig-to-AF_6IIU,,,AF_dock
"('PE2R4', '7D7M_lig-to-AF_5YHL')",8.012062227863474,"('PE2R4', '7D7M_lig-to-AF_5YHL')",6.879779427884946,6.879779427884946,6.879779427884946,6.857091883361768,2.030867464882669,2.030867464882669,2.030867464882669,1.335,,7D7M_lig,AF_5YHL,PE2R4,7D7M_lig-to-AF_5YHL,,,AF_dock
"('PE2R4', '5YWY_lig-to-AF_5YHL')",11.644152234939588,"('PE2R4', '5YWY_lig-to-AF_5YHL')",10.780835093145397,9.975107585476662,9.975107585476662,7.875152464395157,2.9459907211490726,1.5380768758222392,1.5380768758222392,0.671,,5YWY_lig,AF_5YHL,PE2R4,5YWY_lig-to-AF_5YHL,,,AF_dock
"('PE2R4', '5YHL_lig-to-AF_5YHL')",10.010548052096285,"('PE2R4', '5YHL_lig-to-AF_5YHL')",7.551484280771264,7.551484280771264,7.261578943810431,7.261578943810431,2.751032569290744,1.449779239706331,1.449779239706331,0.664,,5YHL_lig,AF_5YHL,PE2R4,5YHL_lig-to-AF_5YHL,,,AF_dock
"('MTR1A', '6ME4_lig-to-AF_6ME2')",6.858715721501014,"('MTR1A', '6ME4_lig-to-AF_6ME2')",6.1809741416313315,6.1809741416313315,5.845509901912834,4.6016304347422095,4.294733700057943,3.4233498363314974,3.4233498363314974,0.723,,6ME4_lig,AF_6ME2,MTR1A,6ME4_lig-to-AF_6ME2,,,AF_dock
"('MTR1A', '6PS8_lig-to-AF_6ME2')",1.4361636494959935,"('MTR1A', '6PS8_lig-to-AF_6ME2')",1.4361636494959935,1.4361636494959935,1.4361636494959935,1.4361636494959935,0.9959373888398888,0.9959373888398888,0.9959373888398888,0.786,,6PS8_lig,AF_6ME2,MTR1A,6PS8_lig-to-AF_6ME2,,,AF_dock
"('MTR1A', '6ME3_lig-to-AF_6ME2')",1.4705911506656537,"('MTR1A', '6ME3_lig-to-AF_6ME2')",1.4705911506656537,1.4705911506656537,1.4705911506656537,1.4705911506656537,0.9808968657992672,0.9808968657992672,0.9808968657992672,0.723,,6ME3_lig,AF_6ME2,MTR1A,6ME3_lig-to-AF_6ME2,,,AF_dock
"('MTR1A', '6ME2_lig-to-AF_6ME2')",4.4154045997074896,"('MTR1A', '6ME2_lig-to-AF_6ME2')",4.4154045997074896,4.4154045997074896,4.296291127579664,3.918965112498995,3.432999973973301,3.432999973973301,3.432999973973301,0.724,,6ME2_lig,AF_6ME2,MTR1A,6ME2_lig-to-AF_6ME2,,,AF_dock
"('MTR1A', '6ME5_lig-to-AF_6ME2')",6.407166719794992,"('MTR1A', '6ME5_lig-to-AF_6ME2')",6.407166719794992,5.105700250321959,5.105700250321959,5.031199036713267,2.757456204826511,2.7342883290236095,2.7342883290236095,0.715,,6ME5_lig,AF_6ME2,MTR1A,6ME5_lig-to-AF_6ME2,,,AF_dock
"('5HT2A', '6WHA_lig-to-AF_6A93')",5.300479024546358,"('5HT2A', '6WHA_lig-to-AF_6A93')",5.300479024546358,5.180303024505542,4.827400578894072,4.827400578894072,4.752310693154788,4.679446316955783,4.554652025552929,1.169,,6WHA_lig,AF_6A93,5HT2A,6WHA_lig-to-AF_6A93,,,AF_dock
"('5HT2A', '6WH4_lig-to-AF_6A93')",1.6882246924140831,"('5HT2A', '6WH4_lig-to-AF_6A93')",1.0157728346044579,1.0157728346044579,1.0157728346044579,1.0157728346044579,1.0157728346044579,0.998867092486804,0.998867092486804,0.748,,6WH4_lig,AF_6A93,5HT2A,6WH4_lig-to-AF_6A93,,,AF_dock
"('5HT2A', '6WGT_lig-to-AF_6A93')",2.452308359718587,"('5HT2A', '6WGT_lig-to-AF_6A93')",2.404735744373017,2.404735744373017,2.1583048026904033,1.1732053186835518,1.1732053186835518,1.1732053186835518,1.1732053186835518,0.733,,6WGT_lig,AF_6A93,5HT2A,6WGT_lig-to-AF_6A93,,,AF_dock
"('5HT2A', '6A94_lig-to-AF_6A93')",6.157501659041945,"('5HT2A', '6A94_lig-to-AF_6A93')",1.0221408293627692,1.0221408293627692,0.872849287640927,0.872849287640927,0.8095654283498761,0.8095654283498761,0.8095654283498761,0.764,,6A94_lig,AF_6A93,5HT2A,6A94_lig-to-AF_6A93,,,AF_dock
"('5HT2A', '6A93_lig-to-AF_6A93')",4.026559717926926,"('5HT2A', '6A93_lig-to-AF_6A93')",4.026559717926926,4.026559717926926,3.80757176390658,3.80757176390658,3.2208647692461563,2.2640699851159556,1.1730756609880144,0.98,,6A93_lig,AF_6A93,5HT2A,6A93_lig-to-AF_6A93,,,AF_dock
"('CNR2', '5ZTY_lig-to-AF_5ZTY')",8.69761921904986,"('CNR2', '5ZTY_lig-to-AF_5ZTY')",8.69761921904986,8.69761921904986,8.69761921904986,8.378909907592545,1.0045563211457116,1.0045563211457116,1.0045563211457116,0.99,,5ZTY_lig,AF_5ZTY,CNR2,5ZTY_lig-to-AF_5ZTY,,,AF_dock
"('CNR2', '6PT0_lig-to-AF_5ZTY')",2.4886227260637743,"('CNR2', '6PT0_lig-to-AF_5ZTY')",2.4886227260637743,2.4886227260637743,2.4886227260637743,2.4886227260637743,2.4886227260637743,2.4886227260637743,2.4886227260637743,0.948,,6PT0_lig,AF_5ZTY,CNR2,6PT0_lig-to-AF_5ZTY,,,AF_dock
"('CNR2', '6KPC_lig-to-AF_5ZTY')",0.728942051045945,"('CNR2', '6KPC_lig-to-AF_5ZTY')",0.7018157019966379,0.7018157019966379,0.6981004214895319,0.5231461698899756,0.5231461698899756,0.5231461698899756,0.5231461698899756,0.853,,6KPC_lig,AF_5ZTY,CNR2,6KPC_lig-to-AF_5ZTY,,,AF_dock
"('CNR2', '6KPF_lig-to-AF_5ZTY')",1.223023070523455,"('CNR2', '6KPF_lig-to-AF_5ZTY')",1.0781108816301201,1.0781108816301201,1.0781108816301201,1.0206402982142109,0.827081927941366,0.8181716771701695,0.8181716771701695,1.001,,6KPF_lig,AF_5ZTY,CNR2,6KPF_lig-to-AF_5ZTY,,,AF_dock
"('MTR1B', '6ME6_lig-to-AF_6ME7')",5.303688947446402,"('MTR1B', '6ME6_lig-to-AF_6ME7')",1.1872785117824685,1.1872785117824685,1.1872785117824685,1.0802120241650814,1.0802120241650814,1.0802120241650814,1.0802120241650814,0.676,,6ME6_lig,AF_6ME7,MTR1B,6ME6_lig-to-AF_6ME7,,,AF_dock
"('MTR1B', '6ME7_lig-to-AF_6ME7')",5.399015097752863,"('MTR1B', '6ME7_lig-to-AF_6ME7')",1.2693397054797404,1.2693397054797404,1.2693397054797404,1.089732294936417,1.089732294936417,1.089732294936417,1.089732294936417,0.7,,6ME7_lig,AF_6ME7,MTR1B,6ME7_lig-to-AF_6ME7,,,AF_dock
"('MTR1B', '6ME9_lig-to-AF_6ME7')",3.0875521189269026,"('MTR1B', '6ME9_lig-to-AF_6ME7')",3.0875521189269026,3.0875521189269026,3.0875521189269026,2.306237357840221,1.7274103340520888,1.7274103340520888,1.7274103340520888,1.338,,6ME9_lig,AF_6ME7,MTR1B,6ME9_lig-to-AF_6ME7,,,AF_dock
"('MTR1B', '6ME8_lig-to-AF_6ME7')",5.260118673083896,"('MTR1B', '6ME8_lig-to-AF_6ME7')",1.1887296837344075,1.1887296837344075,1.1887296837344075,1.0648929176550208,1.0648929176550208,1.0648929176550208,1.0648929176550208,0.893,,6ME8_lig,AF_6ME7,MTR1B,6ME8_lig-to-AF_6ME7,,,AF_dock
"('5HT1A', '7E2Z_lig-to-AF_7E2Y')",2.668481284549078,"('5HT1A', '7E2Z_lig-to-AF_7E2Y')",2.6517405527738562,1.7648044436178003,1.7648044436178003,1.7648044436178003,1.4979731094771458,1.4979731094771458,1.4979731094771458,0.925,,7E2Z_lig,AF_7E2Y,5HT1A,7E2Z_lig-to-AF_7E2Y,,,AF_dock
"('5HT1A', '7E2Y_lig-to-AF_7E2Y')",0.9663306119033679,"('5HT1A', '7E2Y_lig-to-AF_7E2Y')",0.962554014532489,0.962554014532489,0.962554014532489,0.962554014532489,0.590286767120733,0.590286767120733,0.590286767120733,0.748,,7E2Y_lig,AF_7E2Y,5HT1A,7E2Y_lig-to-AF_7E2Y,,,AF_dock
"('NK1R', '6E59_lig-to-AF_6E59')",7.270471469490802,"('NK1R', '6E59_lig-to-AF_6E59')",7.270471469490802,6.65873168419995,6.65873168419995,4.066513243334285,3.5463994306130378,3.5463994306130378,3.5463994306130378,1.545,,6E59_lig,AF_6E59,NK1R,6E59_lig-to-AF_6E59,,,AF_dock
"('NK1R', '6J21_lig-to-AF_6E59')",3.5088006804270186,"('NK1R', '6J21_lig-to-AF_6E59')",3.5088006804270186,3.5088006804270186,3.5088006804270186,3.5088006804270186,3.5088006804270186,3.5088006804270186,3.5088006804270186,0.906,,6J21_lig,AF_6E59,NK1R,6J21_lig-to-AF_6E59,,,AF_dock
"('NK1R', '6HLP_lig-to-AF_6E59')",4.578602751337605,"('NK1R', '6HLP_lig-to-AF_6E59')",4.578602751337605,4.578602751337605,3.0135730450330716,3.0135730450330716,3.0135730450330716,3.0135730450330716,3.0135730450330716,1.102,,6HLP_lig,AF_6E59,NK1R,6HLP_lig-to-AF_6E59,,,AF_dock
"('NK1R', '6J20_lig-to-AF_6E59')",3.456672459111364,"('NK1R', '6J20_lig-to-AF_6E59')",3.456672459111364,3.456672459111364,3.456672459111364,3.456672459111364,3.456672459111364,3.456672459111364,3.456672459111364,0.901,,6J20_lig,AF_6E59,NK1R,6J20_lig-to-AF_6E59,,,AF_dock
"('NK1R', '6HLL_lig-to-AF_6E59')",2.7827984026134716,"('NK1R', '6HLL_lig-to-AF_6E59')",2.7827984026134716,2.7827984026134716,2.2560838647362944,2.2560838647362944,1.5222390063589497,1.5222390063589497,1.3318793208830382,0.706,,6HLL_lig,AF_6E59,NK1R,6HLL_lig-to-AF_6E59,,,AF_dock
"('NK1R', '6HLO_lig-to-AF_6E59')",3.4660340138251207,"('NK1R', '6HLO_lig-to-AF_6E59')",3.4660340138251207,3.4660340138251207,3.4660340138251207,3.4660340138251207,3.4660340138251207,3.4660340138251207,3.4660340138251207,1.007,,6HLO_lig,AF_6E59,NK1R,6HLO_lig-to-AF_6E59,,,AF_dock
"('ADA2B', '6K42_lig-to-AF_6K41')",6.053297852044416,"('ADA2B', '6K42_lig-to-AF_6K41')",5.696350229634105,5.696350229634105,5.679318289467727,5.6669471801242235,2.1365435424023995,1.8835483679144873,1.8835483679144873,0.965,,6K42_lig,AF_6K41,ADA2B,6K42_lig-to-AF_6K41,,,AF_dock
"('ADA2B', '6K41_lig-to-AF_6K41')",5.862986093436057,"('ADA2B', '6K41_lig-to-AF_6K41')",5.506994622409856,5.506994622409856,5.506690369011366,5.477894691561726,2.023255389989918,1.6244707844265258,1.6244707844265258,0.82,,6K41_lig,AF_6K41,ADA2B,6K41_lig-to-AF_6K41,,,AF_dock
"('PE2R2', '7CX4_lig-to-AF_7CX2')",17.240283724048574,"('PE2R2', '7CX4_lig-to-AF_7CX2')",17.240283724048574,17.240283724048574,16.938602318988558,16.938602318988558,16.938602318988558,16.938602318988558,16.938602318988558,1.193,,7CX4_lig,AF_7CX2,PE2R2,7CX4_lig-to-AF_7CX2,,,AF_dock
"('PE2R2', '7CX2_lig-to-AF_7CX2')",4.34310122340459,"('PE2R2', '7CX2_lig-to-AF_7CX2')",4.34310122340459,4.34310122340459,4.34310122340459,4.34310122340459,4.34310122340459,4.34310122340459,4.34310122340459,1.062,,7CX2_lig,AF_7CX2,PE2R2,7CX2_lig-to-AF_7CX2,,,AF_dock
"('PE2R2', '7CX3_lig-to-AF_7CX2')",200.0,"('PE2R2', '7CX3_lig-to-AF_7CX2')",,,,,,,,1.621,200.0,7CX3_lig,AF_7CX2,PE2R2,7CX3_lig-to-AF_7CX2,,,AF_dock
